,orig_index,Comment,Tile,Trainer,geometry,group,subID
168,65,,CN_4,Sean,"POLYGON ((519386.900194895 4517824.437104817, 519387.2704374357 4517824.395966757, 519387.45555870613 4517823.984586156, 519387.3115754958 4517823.676050706, 519387.0030400452 4517823.573205555, 519386.7150736246 4517823.593774585, 519386.50938332424 4517823.861171976, 519386.5916594444 4517824.272552577, 519386.900194895 4517824.437104817))",group,2
169,66,,CN_4,Sean,"POLYGON ((519398.9748092099 4517820.456135999, 519399.1925427488 4517819.984379998, 519399.30140951823 4517819.367468305, 519398.757075671 4517819.149734766, 519398.46676428575 4517819.222312612, 519397.9587193616 4517819.476335074, 519398.0312972079 4517819.911802152, 519398.4304753626 4517820.419847076, 519398.9748092099 4517820.456135999))",group,3
170,67,,CN_4,Sean,"POLYGON ((519408.6639516917 4517820.165824615, 519408.9905520001 4517819.730357538, 519408.88168523065 4517819.294890461, 519408.5187959991 4517819.222312613, 519408.26477353706 4517819.367468307, 519408.0470399981 4517819.657779692, 519408.1559067676 4517819.948091077, 519408.33735138335 4517820.093246769, 519408.6639516917 4517820.165824615))",group,4
171,68,,CN_4,Sean,"POLYGON ((519407.6841507666 4517832.540347411, 519408.1921956907 4517832.104880334, 519408.1196178444 4517831.415390793, 519407.5027061508 4517831.125079408, 519406.84950553405 4517831.306524024, 519406.5229052257 4517831.814568948, 519406.55919414887 4517832.4314806415, 519406.9583723035 4517832.6129252575, 519407.6841507666 4517832.540347411))",group,5
172,69,,CN_4,Sean,"POLYGON ((519411.09530954296 4517842.229489892, 519411.4219098513 4517841.866600661, 519411.4219098513 4517841.249688966, 519410.877576004 4517840.959377581, 519410.58726461884 4517840.959377581, 519410.3695310799 4517841.39484466, 519410.51468677254 4517842.048045276, 519411.09530954296 4517842.229489892))",group,6
173,70,,CN_4,Sean,"POLYGON ((519398.8659424404 4517839.362664962, 519399.04738705617 4517838.927197885, 519399.01109813305 4517838.6368865, 519398.5030532089 4517838.491730806, 519398.2490307468 4517838.600597576, 519398.1038750542 4517839.072353577, 519398.3216085931 4517839.507820656, 519398.8659424404 4517839.362664962))",group,7
174,71,,CN_4,Sean,"POLYGON ((519388.4147325724 4517843.535891121, 519388.7050439576 4517843.1367129665, 519388.66875503445 4517842.556090196, 519388.3784436492 4517842.338356657, 519388.05184334086 4517842.265778811, 519387.7615319556 4517842.483512349, 519387.72524303244 4517842.846401581, 519387.9429765714 4517843.390735429, 519388.4147325724 4517843.535891121))",group,8
175,72,,CN_5,Sean,"POLYGON ((520284.1050090585 4517369.060611979, 520284.56095589104 4517368.767503302, 520284.87034838455 4517368.409259361, 520284.82149693824 4517367.741622928, 520284.6586587837 4517367.399662804, 520284.23527958203 4517367.285676096, 520283.8444680113 4517367.415946619, 520283.4536564405 4517367.920744898, 520283.19311539334 4517368.425543177, 520283.32338591694 4517368.832638563, 520283.69791367225 4517369.060611979, 520284.1050090585 4517369.060611979))",group,0
176,73,,CN_5,Sean,"POLYGON ((520287.57431070023 4517379.970630792, 520287.83338613424 4517379.938246362, 520287.85497575375 4517379.700760548, 520287.75782246597 4517379.430890304, 520287.56351589045 4517379.463274733, 520287.31523526623 4517379.62519688, 520287.3476196955 4517379.851887885, 520287.57431070023 4517379.970630792))",group,1
177,74,,CN_5,Sean,"POLYGON ((520288.24358890473 4517377.85484808, 520288.4702799095 4517377.779284412, 520288.4810747192 4517377.574183027, 520288.43789548025 4517377.336697212, 520288.232794095 4517377.250338735, 520288.02769270976 4517377.315107593, 520287.887360183 4517377.552593407, 520287.973718661 4517377.790079222, 520288.24358890473 4517377.85484808))",group,2
178,75,,CN_5,Sean,"POLYGON ((520295.0273210157 4517380.227606384, 520295.25678619853 4517380.227606384, 520295.3754750862 4517380.037704164, 520295.3754750862 4517379.816151573, 520295.25678619853 4517379.665812316, 520295.05105879327 4517379.594598983, 520294.88489435054 4517379.531298243, 520294.75829287036 4517379.689550093, 520294.6870795378 4517379.974403424, 520294.90071953554 4517380.172218237, 520295.0273210157 4517380.227606384))",group,3
179,76,,CN_5,Sean,"POLYGON ((520298.111923388 4517369.4569412265, 520298.28622918384 4517369.349676122, 520298.28622918384 4517369.081513358, 520298.19237221684 4517368.940727908, 520298.0046582828 4517368.893799424, 520297.8504646941 4517369.00106453, 520297.78342400334 4517369.115033704, 520297.83035248687 4517369.269227292, 520297.95772979927 4517369.403308675, 520298.111923388 4517369.4569412265))",group,4
180,77,,5W_14,Sean,"POLYGON ((525750.2738012904 4522859.623903924, 525750.5828198517 4522859.6476832535, 525750.9393797301 4522859.338551957, 525751.2246276328 4522858.767848023, 525751.0344623643 4522858.482496057, 525750.6303611689 4522858.19714409, 525750.1074066806 4522858.19714409, 525749.8459294364 4522858.387378735, 525749.7033054851 4522858.839186016, 525749.8221587779 4522859.386110618, 525750.2738012904 4522859.623903924))",group,0
181,78,,5W_14,Sean,"POLYGON ((525763.1574982293 4522858.696510032, 525763.5615994248 4522858.791627354, 525764.0132419374 4522858.553834049, 525764.1796365473 4522858.054468107, 525763.9181593031 4522857.673998819, 525763.3238928391 4522857.483764173, 525762.9435623023 4522857.602660826, 525762.848479668 4522858.339820074, 525763.1574982293 4522858.696510032))",group,1
182,79,,5W_14,Sean,"POLYGON ((525769.9731065191 4522865.79750093, 525770.2644173257 4522865.776685424, 525770.4933043881 4522865.464452836, 525770.3268410701 4522865.068958224, 525769.9314906895 4522864.944065188, 525769.7650273715 4522864.9856962, 525769.6401798829 4522865.277113283, 525769.6817957123 4522865.651792388, 525769.9731065191 4522865.79750093))",group,2
183,80,,5W_14,Sean,"POLYGON ((525769.5156189575 4522853.421905592, 525769.8156364952 4522853.271842097, 525770.048983469 4522852.9216939425, 525769.9323099821 4522852.488177179, 525769.6489600854 4522852.321439963, 525769.2322690608 4522852.454829736, 525769.1155955739 4522852.738283005, 525769.1989337788 4522853.121778603, 525769.5156189575 4522853.421905592))",group,3
184,81,,5W_14,Sean,"POLYGON ((525767.2011040797 4522853.076767756, 525767.5539748227 4522852.929684641, 525767.7010042991 4522852.2236856865, 525767.4951630323 4522851.87068621, 525767.0540746035 4522851.753019717, 525766.7306097557 4522852.106019194, 525766.64239207 4522852.576685163, 525766.877639232 4522852.900268017, 525767.2011040797 4522853.076767756))",group,4
185,82,,5W_14,Sean,"POLYGON ((525764.5545735072 4522849.752689348, 525764.9662560406 4522849.517356362, 525764.8780383549 4522848.987857147, 525764.5839794023 4522848.840774031, 525764.2017027641 4522848.840774031, 525764.084079183 4522849.223190132, 525764.2605145546 4522849.693856101, 525764.5545735072 4522849.752689348))",group,5
186,83,,5W_14,Sean,"POLYGON ((525754.7772015091 4522846.523641628, 525754.8987433034 4522846.346789068, 525754.8434970332 4522846.092563513, 525754.6998567309 4522846.070456943, 525754.5562164285 4522846.092563513, 525754.4678223963 4522846.291522643, 525754.5120194125 4522846.479428488, 525754.7772015091 4522846.523641628))",group,6
187,84,,5W_14,Sean,"POLYGON ((525757.1859388868 4522843.749267091, 525757.3406284432 4522843.682947381, 525757.4290224754 4522843.450828397, 525757.3295791892 4522843.229762696, 525757.1196433626 4522843.2076561265, 525756.9870523143 4522843.2629225515, 525756.9318060442 4522843.517148106, 525757.0202000764 4522843.738213806, 525757.1859388868 4522843.749267091))",group,7
188,85,,5W_14,Sean,"POLYGON ((525777.275652753 4522850.34536369, 525777.6070448507 4522849.896846107, 525777.5680575451 4522849.311823173, 525777.2561591002 4522849.136316293, 525776.8272987384 4522849.25332088, 525776.5154002934 4522849.565333111, 525776.7883114327 4522850.208858339, 525777.275652753 4522850.34536369))",group,8
189,86,,5W_14,Sean,"POLYGON ((525776.5154002934 4522843.188583131, 525776.9832479608 4522842.876570899, 525776.9637543081 4522842.350050258, 525776.4959066405 4522842.174543379, 525776.1060335843 4522842.174543379, 525775.735654181 4522842.564558668, 525775.8916034035 4522842.954573957, 525776.047552626 4522843.149581602, 525776.5154002934 4522843.188583131))",group,9
190,0,NaN,5W_13,Sean,"POLYGON ((525728.0117989524 4522893.086290997, 525728.3375277133 4522893.1351503115, 525728.6632564742 4522892.727989361, 525728.6306835981 4522892.2556826575, 525728.3701005894 4522892.076531839, 525727.9792260763 4522892.206823343, 525727.8163616958 4522892.48369279, 525727.7675023816 4522892.90714018, 525728.0117989524 4522893.086290997))",group2,0
191,1,NaN,5W_13,Sean,"POLYGON ((525735.1765561524 4522894.943410042, 525735.7471142354 4522894.914602163, 525735.9545899021 4522894.367252474, 525735.9805243603 4522893.733479149, 525735.4359007356 4522893.531823999, 525735.0209494025 4522893.791094906, 525734.8394081942 4522894.453676109, 525735.1765561524 4522894.943410042))",group2,1
192,2,NaN,5W_13,Sean,"POLYGON ((525746.5722491691 4522891.595691473, 525746.9906884874 4522891.320364045, 525746.8676180997 4522890.2465870725, 525746.3753365487 4522890.2465870725, 525745.9815113079 4522890.604512731, 525745.8584409201 4522891.100102102, 525746.0307394629 4522891.45802776, 525746.5722491691 4522891.595691473))",group2,2
193,3,NaN,5W_13,Sean,"POLYGON ((525749.6490088629 4522882.564951812, 525750.1412904139 4522882.344689868, 525750.4120452671 4522881.87663324, 525750.2151326466 4522881.160781925, 525749.7228510956 4522880.912987239, 525749.1321132344 4522881.078183697, 525749.0090428466 4522881.904165982, 525749.2059554671 4522882.344689868, 525749.6490088629 4522882.564951812))",group2,3
194,4,,5W_13,Sean,"POLYGON ((525746.3373938994 4522873.7839526115, 525746.7483419769 4522873.478076486, 525746.7997104865 4522872.917303589, 525746.3373938994 4522872.4584894, 525745.8750773125 4522872.687896495, 525745.5411819996 4522873.452586809, 525745.798024548 4522873.656504226, 525746.3373938994 4522873.7839526115))",group2,4
195,5,,5W_13,Sean,"POLYGON ((525739.7622246615 4522878.168177081, 525740.173172739 4522878.117197727, 525740.3015940131 4522877.581914507, 525739.7879089164 4522877.19956935, 525739.2999080746 4522877.02114161, 525739.068749781 4522877.479955798, 525739.1714868003 4522878.117197727, 525739.7622246615 4522878.168177081))",group2,5
270,0,NaN,22W_7,Lauren,"POLYGON ((519892.4819133204 4518595.340060784, 519892.0964818621 4518595.369634525, 519891.8762353146 4518595.369634525, 519891.68351958547 4518595.90196187, 519892.0414202252 4518596.1385518005, 519892.56450577575 4518596.108978059, 519892.7296906864 4518595.635798197, 519892.4819133204 4518595.340060784))",random,0
271,1,NaN,22W_7,Lauren,"POLYGON ((519901.0715286758 4518599.539532059, 519900.60350476217 4518599.77612199, 519900.1079500301 4518599.894416955, 519900.41078903305 4518600.545039265, 519900.8512821282 4518600.959071645, 519901.70473750005 4518600.574613007, 519901.34683686023 4518599.983138179, 519901.0715286758 4518599.539532059))",random,1
272,2,NaN,22W_7,Lauren,"POLYGON ((519897.7678304622 4518607.406147263, 519897.16215245635 4518607.228704815, 519896.6665977243 4518607.583589711, 519896.8868442719 4518608.0863433145, 519897.21721409325 4518608.293359504, 519897.6301763699 4518608.20463828, 519897.8504229175 4518607.908900866, 519897.7678304622 4518607.406147263))",random,2
273,3,NaN,22W_7,Lauren,"POLYGON ((519893.63820769516 4518609.890341538, 519893.1426529631 4518610.186078952, 519892.8948755971 4518610.866275003, 519893.2527762369 4518611.250733641, 519893.7208001505 4518611.369028606, 519894.243885701 4518611.102864934, 519894.1612932457 4518610.186078952, 519893.63820769516 4518609.890341538))",random,3
274,4,NaN,22W_7,Lauren,"POLYGON ((519903.6594256098 4518613.527911726, 519903.05374760396 4518612.995584382, 519902.2828846875 4518613.38004302, 519902.4756004166 4518614.444697709, 519903.1914016962 4518614.68128764, 519903.9072029758 4518614.208107778, 519903.87967215735 4518613.853222881, 519903.6594256098 4518613.527911726))",random,4
275,5,NaN,22W_7,Lauren,"POLYGON ((519919.04438630136 4518613.789114014, 519918.3065992798 4518613.99690846, 519918.1836347762 4518614.3865230465, 519918.4910460352 4518615.061854996, 519919.16735080496 4518614.698214715, 519919.3825386863 4518614.230677212, 519919.04438630136 4518613.789114014))",random,5
276,6,NaN,22W_7,Lauren,"POLYGON ((519916.73793296376 4518607.038570379, 519916.73793296376 4518607.6621936, 519917.42720073473 4518607.957594073, 519917.8867125821 4518607.366793127, 519917.722601208 4518606.710347631, 519916.73793296376 4518607.038570379))",random,6
277,7,NaN,22W_7,Lauren,"POLYGON ((519919.6235063093 4518587.230240468, 519919.3669735593 4518586.82574173, 519918.9679226149 4518586.883527264, 519918.8824116982 4518587.230240468, 519918.9679226149 4518587.548060906, 519919.3954771982 4518587.663631975, 519919.6235063093 4518587.230240468))",random,7
278,8,NaN,22W_7,Lauren,"POLYGON ((519920.706644587 4518588.270380083, 519920.56412639254 4518589.021592027, 519921.1056955314 4518589.137163094, 519921.5332501147 4518588.761557123, 519921.4192355591 4518588.212594548, 519920.706644587 4518588.270380083))",random,8
279,9,NaN,22W_7,Lauren,"POLYGON ((519911.0439110044 4518588.241487316, 519911.78500561544 4518588.212594548, 519911.6709910599 4518587.519168139, 519911.35745103215 4518587.027991099, 519910.7303709766 4518587.519168139, 519911.0439110044 4518588.241487316))",random,9
280,10,,22W_7,Lauren,"POLYGON ((519901.3127510448 4518591.299875683, 519900.590660999 4518591.82503208, 519900.3280828005 4518592.186077103, 519900.72195009823 4518593.137923072, 519901.7394406173 4518593.1051007975, 519902.00201881584 4518592.021965729, 519901.3127510448 4518591.299875683))",random,10
281,11,,22W_7,Lauren,"POLYGON ((519900.4593718997 4518586.868868584, 519899.83574867836 4518587.032979958, 519899.6716373043 4518587.39402498, 519899.63881502947 4518587.984825927, 519900.13114915165 4518588.116115026, 519900.78759464785 4518587.623780904, 519900.4593718997 4518586.868868584))",random,11
282,12,,22W_7,Lauren,"POLYGON ((519917.7238884499 4518583.356885179, 519916.96897612925 4518583.849219302, 519917.10026522854 4518584.702598446, 519917.88799982396 4518584.571309347, 519918.18340029725 4518584.04615295, 519917.7238884499 4518583.356885179))",random,12
283,13,,CN_54,Lauren,"POLYGON ((519601.0864679774 4515836.283604758, 519600.8246311412 4515835.386043486, 519600.06530431623 4515835.386043486, 519599.4892632766 4515835.677144439, 519599.3321611749 4515836.47767206, 519600.22240641795 4515836.793031426, 519601.0864679774 4515836.283604758))",random,0
284,14,NaN,CN_35,Lauren,"POLYGON ((519323.2940527591 4516775.093462689, 519323.2940527591 4516774.305830241, 519322.90023653547 4516773.583833831, 519322.2110581441 4516773.38692572, 519321.42342569685 4516773.813559962, 519321.3906076782 4516774.634010428, 519321.4890617342 4516775.257552782, 519322.0797860696 4516775.5857329685, 519322.96587257273 4516775.388824857, 519323.2940527591 4516775.093462689))",random,0
285,15,NaN,CN_35,Lauren,"POLYGON ((519332.22055382805 4516775.454460894, 519332.4830979771 4516776.143639285, 519333.1722763685 4516775.848277117, 519333.3691844803 4516775.388824857, 519333.23791240575 4516774.798100521, 519332.581552033 4516774.863736559, 519332.22055382805 4516775.454460894))",random,1
286,16,NaN,CN_35,Lauren,"POLYGON ((519335.469537673 4516771.844478844, 519335.830535878 4516771.122482434, 519335.6008097475 4516770.761484229, 519334.9444493748 4516770.630212154, 519334.1896349462 4516770.991210359, 519334.05836287164 4516771.746024788, 519334.81317730027 4516772.041386955, 519335.469537673 4516771.844478844))",random,2
287,17,NaN,CN_35,Lauren,"POLYGON ((519335.469537673 4516765.248057098, 519335.0100854121 4516764.9855129495, 519334.68190522573 4516765.248057098, 519334.6490872071 4516765.6418733215, 519334.87881333753 4516766.068507564, 519335.4039016357 4516765.773145396, 519335.469537673 4516765.248057098))",random,3
288,18,NaN,CN_35,Lauren,"POLYGON ((519327.16657895816 4516767.545318402, 519326.41176452953 4516767.4140463285, 519326.31331047363 4516767.84068057, 519326.51021858543 4516768.497040943, 519327.06812490226 4516768.497040943, 519327.46194112586 4516768.004770664, 519327.16657895816 4516767.545318402))",random,4
289,19,NaN,CN_35,Lauren,"POLYGON ((519326.8712167904 4516762.195981365, 519326.31331047363 4516761.933437216, 519325.558496045 4516762.360071458, 519325.8538582127 4516762.950795794, 519326.54303660407 4516762.983613812, 519326.93685282767 4516762.622615607, 519326.8712167904 4516762.195981365))",random,5
290,20,NaN,CN_35,Lauren,"POLYGON ((519336.930829748 4516759.572063976, 519336.69923291454 4516759.108870309, 519336.0623416225 4516758.935172684, 519335.5991479555 4516759.282567933, 519335.48334953876 4516760.15105606, 519335.830744789 4516760.614249726, 519336.75713212293 4516760.556350518, 519336.9887289564 4516760.15105606, 519336.930829748 4516759.572063976))",random,6
291,21,NaN,CN_35,Lauren,"POLYGON ((519324.6044300521 4516757.862630056, 519323.8786795583 4516758.116642729, 519323.0803540151 4516758.878680748, 519323.29807916324 4516759.459281143, 519324.02382965706 4516759.459281143, 519324.89473024965 4516758.697243124, 519324.6044300521 4516757.862630056))",random,7
292,22,NaN,CN_35,Lauren,"POLYGON ((519331.71678489144 4516756.193403921, 519332.1885227124 4516756.737716791, 519332.6239730087 4516756.5562791675, 519333.3134359778 4516756.011966297, 519333.2771484531 4516755.503940952, 519332.6602605334 4516755.177353229, 519332.1522351877 4516755.540228477, 519331.71678489144 4516756.193403921, 519331.71678489144 4516756.193403921))",random,8
293,23,NaN,CN_35,Lauren,"POLYGON ((519341.14705489704 4516752.658588598, 519341.24550895294 4516753.347766989, 519341.67214319523 4516753.511857082, 519342.0331414002 4516753.347766989, 519342.32850356796 4516753.118040858, 519342.32850356796 4516752.7242246345, 519342.1644134748 4516752.297590393, 519341.7377792325 4516752.297590393, 519341.14705489704 4516752.658588598))",random,9
294,24,NaN,CN_35,Lauren,"POLYGON ((519344.396038742 4516763.816714933, 519345.18367118924 4516763.947987007, 519345.64312345017 4516763.455716728, 519345.51185137563 4516762.963446449, 519344.98676307744 4516762.7337203175, 519344.6257648725 4516762.7337203175, 519344.06785855565 4516763.0290824855, 519344.06785855565 4516763.422898709, 519344.396038742 4516763.816714933))",random,10
295,25,NaN,CN_35,Lauren,"POLYGON ((519349.12183342554 4516768.21432943, 519348.62956314604 4516767.8205132065, 519348.0716568292 4516768.083057355, 519347.80911268014 4516768.837871783, 519348.00602079195 4516769.395778101, 519348.6623811647 4516769.395778101, 519349.1546514442 4516769.001961877, 519349.12183342554 4516768.21432943))",random,11
296,26,NaN,CN_35,Lauren,"POLYGON ((519351.37069106306 4516763.378359257, 519351.60451944586 4516763.6381685715, 519352.0721762114 4516763.6381685715, 519352.38394738844 4516763.248454601, 519352.3319855256 4516762.936683423, 519352.0981571428 4516762.598931314, 519351.81236689724 4516762.598931314, 519351.4746147888 4516762.832759698, 519351.37069106306 4516763.378359257))",random,12
297,27,NaN,CN_35,Lauren,"POLYGON ((519352.25404273137 4516758.156192042, 519352.82562322257 4516757.714516208, 519352.7476804283 4516756.987050128, 519352.22806179995 4516756.883126402, 519351.6824622401 4516757.19489758, 519351.6824622401 4516757.610592483, 519352.02021434857 4516757.870401797, 519352.25404273137 4516758.156192042))",random,13
298,28,,CN_35,Lauren,"POLYGON ((519347.24515854643 4516780.289082787, 519348.19688108686 4516780.138810807, 519348.2970624069 4516779.487632226, 519347.8462464667 4516778.886544307, 519347.04479590635 4516779.086906946, 519346.8444332662 4516779.738085527, 519347.24515854643 4516780.289082787))",random,14
299,29,NaN,CN_7,Lauren,"POLYGON ((520200.13231513614 4517415.822211454, 520200.28946272744 4517416.712423151, 520200.8132880319 4517417.026615515, 520201.5466434581 4517416.660057757, 520201.5990259885 4517416.136403818, 520201.3894958667 4517415.717480665, 520201.02281815367 4517415.50801909, 520200.4989928492 4517415.50801909, 520200.13231513614 4517415.822211454))",random,0
300,30,NaN,CN_7,Lauren,"POLYGON ((520196.6226855966 4517410.00965272, 520196.203625353 4517409.695460356, 520195.6274175182 4517409.8001911435, 520195.5750349877 4517410.5856720535, 520195.9417127008 4517410.847499024, 520196.6226855966 4517410.847499024, 520196.6226855966 4517410.00965272))",random,1
301,31,NaN,CN_7,Lauren,"POLYGON ((520194.4633537077 4517404.387683717, 520194.4373632725 4517403.6861715345, 520193.9435450036 4517403.530279938, 520193.371755429 4517403.894026996, 520193.42373629945 4517404.283755986, 520193.81359282753 4517404.777412707, 520194.0475067444 4517404.777412707, 520194.4633537077 4517404.387683717))",random,2
302,32,,CN_7,Lauren,"POLYGON ((520193.7776168411 4517418.433185665, 520193.49251316144 4517418.219184673, 520193.09336801 4517418.031933807, 520192.83677469834 4517418.2726849215, 520192.75124359445 4517418.700686903, 520193.0078369061 4517418.9681881415, 520193.49251316144 4517419.02168839, 520193.72059610515 4517418.88793777, 520193.7776168411 4517418.433185665))",random,3
303,33,NaN,29-30_7,Lauren,"POLYGON ((527099.631344926 4517128.831690333, 527099.8297977948 4517128.198993871, 527099.3194904176 4517127.760973243, 527098.6390805815 4517128.198993871, 527098.6390805815 4517128.661348978, 527099.0643367291 4517128.92902825, 527099.631344926 4517128.831690333))",random,0
304,34,,29-30_7,Lauren,"POLYGON ((527091.0562547118 4517126.504054671, 527090.758002831 4517126.939305017, 527090.9220413655 4517127.059374077, 527091.130817682 4517127.314520831, 527091.5632829091 4517127.1344172405, 527091.6378458792 4517126.72918416, 527091.3395939985 4517126.444020141, 527091.0562547118 4517126.504054671))",random,1
305,35,NaN,CN_9,Lauren,"POLYGON ((520078.1951433764 4517598.087340344, 520078.2998741644 4517598.715725072, 520079.3471820443 4517599.029917436, 520079.76610519626 4517598.768090466, 520079.71373980225 4517598.087340344, 520079.4519128323 4517597.668417192, 520078.3522395584 4517597.720782585, 520078.1951433764 4517598.087340344))",random,0
306,36,NaN,CN_9,Lauren,"POLYGON ((520094.37605012074 4517599.134648223, 520094.7426078787 4517600.077225315, 520095.7899157586 4517600.024859921, 520096.20883891056 4517599.082282829, 520095.3709926067 4517598.453898102, 520094.37605012074 4517599.134648223))",random,1
307,37,NaN,CN_9,Lauren,"POLYGON ((520088.713131511 4517593.157537249, 520088.51112599333 4517593.741012642, 520089.29660690326 4517594.317031976, 520089.7155300552 4517593.636281854, 520089.50606847927 4517593.007897126, 520088.713131511 4517593.157537249))",random,2
308,38,NaN,CN_9,Lauren,"POLYGON ((520101.4714318162 4517583.99626451, 520102.12781748397 4517583.963445227, 520102.3903717511 4517583.700890959, 520102.12781748397 4517582.978866724, 520101.6027089497 4517583.077324575, 520101.20887754904 4517583.700890959, 520101.4714318162 4517583.99626451))",random,3
309,39,NaN,CN_9,Lauren,"POLYGON ((520073.63046170934 4517590.709931789, 520074.18206952873 4517590.918777302, 520074.53045341466 4517590.422769209, 520074.3562614717 4517590.005078184, 520074.00787758577 4517589.82233836, 520073.65949369984 4517590.083395251, 520073.63046170934 4517590.709931789))",random,4
310,40,,CN_9,Lauren,"POLYGON ((520075.885553894 4517585.387354263, 520074.6949301989 4517585.18891698, 520074.4303471556 4517585.982666111, 520074.6949301989 4517586.908706762, 520075.7532623723 4517586.71026948, 520076.1501369373 4517585.784228828, 520075.885553894 4517585.387354263))",random,5
311,41,NaN,CN_6,Lauren,"POLYGON ((519524.53233432985 4517502.49698957, 519523.37991866015 4517503.230344996, 519523.5894487819 4517503.858935361, 519524.2180391472 4517504.225613074, 519524.9513945734 4517503.4398751175, 519524.53233432985 4517502.49698957))",random,0
312,42,NaN,CN_6,Lauren,"POLYGON ((519505.8841534927 4517497.573031709, 519505.0984155361 4517496.944441343, 519504.41744264035 4517497.258736526, 519504.41744264035 4517498.358769665, 519505.2555631274 4517498.5159172565, 519505.8841534927 4517498.096857012, 519505.8841534927 4517497.573031709))",random,1
313,43,NaN,CN_6,Lauren,"POLYGON ((519504.9192121424 4517514.120397378, 519505.5478025077 4517514.748987743, 519506.3335404643 4517514.329927499, 519506.1240103425 4517513.491807013, 519505.23350732506 4517513.072746769, 519504.9192121424 4517514.120397378))",random,2
314,44,,CN_6,Lauren,"POLYGON ((519522.60874806234 4517511.360898843, 519522.60874806234 4517510.766757041, 519522.1766449338 4517510.35265821, 519521.81655899336 4517510.460683992, 519521.6725246172 4517510.856778527, 519521.70853321126 4517511.414911734, 519522.12263204274 4517511.576950408, 519522.60874806234 4517511.360898843))",random,3
315,45,NaN,22W_8,Lauren,"POLYGON ((519408.53959251114 4518613.234333433, 519408.60523706075 4518611.396286044, 519407.8175024653 4518610.34597325, 519406.73436739657 4518610.247506426, 519406.11074417515 4518611.068063295, 519406.70154512173 4518612.019909265, 519406.8984787706 4518613.332800258, 519408.53959251114 4518613.234333433))",random,0
316,46,NaN,22W_8,Lauren,"POLYGON ((519403.3109038961 4518590.965092703, 519403.5109157786 4518590.406499206, 519403.3609068667 4518589.506543017, 519402.71086824883 4518589.661707877, 519402.4608533958 4518590.530631094, 519402.53585785173 4518591.089224591, 519403.3109038961 4518590.965092703))",random,1
317,47,,22W_8,Lauren,"POLYGON ((519385.45313092857 4518585.052776478, 519384.9316991728 4518584.532122979, 519384.09740836365 4518585.313103228, 519384.59276853164 4518585.660205561, 519385.14027187513 4518585.61681777, 519385.45313092857 4518585.052776478))",random,2
318,48,,22W_8,Lauren,"POLYGON ((519394.7606877686 4518584.57551077, 519394.81283094414 4518585.161245957, 519395.38640587544 4518585.313103228, 519395.6471217533 4518584.83583752, 519395.2560479365 4518584.293490125, 519394.7606877686 4518584.57551077))",random,3
319,49,NaN,5W_8,Lauren,"POLYGON ((526077.1168446307 4523616.750631319, 526076.9073493198 4523617.483864908, 526077.5358352526 4523618.845584429, 526077.9024520466 4523618.845584429, 526078.216695013 4523618.217098496, 526077.6929567357 4523616.960126631, 526077.1168446307 4523616.750631319))",random,0
320,50,NaN,5W_8,Lauren,"POLYGON ((526060.6429761207 4523597.917405979, 526060.5130455346 4523597.657544807, 526059.9413509559 4523597.657544807, 526059.4995869632 4523598.073322682, 526059.4216286116 4523598.489100558, 526060.1232537763 4523598.593045026, 526060.4610733002 4523598.515086675, 526060.6429761207 4523597.917405979))",random,1
321,51,NaN,5W_8,Lauren,"POLYGON ((526070.2571703831 4523617.84059067, 526070.0509180337 4523617.556993689, 526069.6384133348 4523617.711682951, 526069.5095056164 4523618.072624562, 526069.7415395095 4523618.278876912, 526070.1282626648 4523618.278876912, 526070.2571703831 4523617.84059067))",random,2
322,52,,5W_8,Lauren,"POLYGON ((526073.4097180865 4523603.807745089, 526073.3854931643 4523602.945182198, 526072.7314202656 4523602.83388376, 526072.3438215108 4523603.612972823, 526072.3438215108 4523604.169465012, 526073.070569176 4523604.419886496, 526073.1916937869 4523604.141640402, 526073.3612682421 4523603.919043527, 526073.4097180865 4523603.807745089))",random,3
323,53,NaN,22E_8,Lauren,"POLYGON ((520220.4216242989 4518594.825990035, 520219.8455524618 4518595.297321538, 520220.0550331298 4518595.663912708, 520220.2645137979 4518596.292354712, 520220.68347513396 4518596.239984545, 520221.15480663703 4518596.082874044, 520221.31191713805 4518595.349691706, 520220.945325969 4518594.878360203, 520220.4216242989 4518594.825990035))",random,0
324,54,NaN,22E_8,Lauren,"POLYGON ((520225.6586409999 4518603.624178093, 520225.1873094968 4518603.938399095, 520225.08256916277 4518604.462100766, 520225.6586409999 4518604.776321768, 520226.23471283703 4518604.671581433, 520226.44419350504 4518603.938399095, 520226.129972503 4518603.781288594, 520225.6586409999 4518603.624178093))",random,1
325,55,NaN,22E_8,Lauren,"POLYGON ((520237.7561495792 4518609.960968302, 520237.1277075751 4518610.013338468, 520237.0753374081 4518610.275189304, 520237.0753374081 4518610.903631308, 520237.7037794122 4518611.008371642, 520238.1227407483 4518610.589410306, 520238.0703705813 4518610.222819136, 520237.7561495792 4518609.960968302))",random,2
326,56,NaN,22E_8,Lauren,"POLYGON ((520229.7435140267 4518584.613807469, 520228.90559135453 4518584.351956634, 520228.2247791834 4518584.666177636, 520228.0676686824 4518585.608840642, 520228.69611068646 4518586.132542312, 520229.5340333586 4518586.237282646, 520230.16247536277 4518585.608840642, 520229.7435140267 4518584.613807469))",random,3
